content,device,like,rcount,ctime,avatar,level,sex,sign,uname,mid,oid,diag
回复 @PAR2021 :你这话说的，谁说话不是基于自己的角度来,,3,0,,http://i0.hdslb.com/bfs/face/414a2fd646558537a88aa6d3377a5b9af49045eb.jpg,5,保密,这个人很勤奋，什么都留下了,阿拉斯加黄帽企鹅,327532395,1650947547,原评论
你说的都是基于你自己的角度来说的,,1,0,,https://i2.hdslb.com/bfs/face/c7c0c94fd890944c0ac08a757b1465d401727b4d.jpg,5,保密,,PAR2021,1401181685,1650947547,原评论
"这种解释除了自欺欺人外，指望其他人相信是不可能的。
如果沙特时候就知道有伤，为何要第二场比赛还上去试试，导致受伤加剧？如果沙特第二场不上的话，是不是到香港的时候伤就好了？（两场比赛相差3天）
如果沙特第二场比赛后梅西伤势加剧到已经知道无法香港比赛，那么为什么不取消退票？
如果香港比赛的伤到达无法出场的地步，两天后日本比赛就可以那种表现，还让我们不怀疑他诈伤？
up主的意思，和着我们中国球迷就是贱，花着最高价的球票，让梅西到香港养伤来了是吧？我们就是活该倒霉是吧？
迈阿密7场季前商业赛，6场都上了，就香港不上，还不让我们骂娘？球票机票酒店票你全出是吗？",,9,1,,https://i1.hdslb.com/bfs/face/35de8857a19d7564dcd79ddf3819b908ce5b7ad0.jpg,3,保密,,金色雄鹰,1450105,1650947547,原评论
我甚至怀疑就是梅西拿着枪来侵略中国，这些人都能为梅西开门,,2,0,,https://i2.hdslb.com/bfs/face/0244a8a05088def787dc0db426aa539671374949.jpg,5,保密,雷霆球迷，shameless，c罗随缘迷，特摄迷,改方学院里的邂逅,302586230,1650947547,原评论
国内继续粉梅西的，十有十菇都是剑骨头,,8,1,,https://i1.hdslb.com/bfs/face/a3d9f188d633d400c988a4c2a9ca94baced1608a.jpg,6,男,果然还得是hololive啊,粉红波丝,168771712,1650947547,原评论
对，只要粉外国人都是,,0,0,,https://i1.hdslb.com/bfs/face/e8fce974ec9da8389c21b61fcaf8e8282cc68f40.jpg,6,保密,,我莫嘚感情,14156629,1650947547,原评论
拒绝握手，插兜离场？并没有解释态度问题，球迷能原谅不登场，但不能原谅热脸敷冷屁股,,14,1,,https://i2.hdslb.com/bfs/face/b97a423738909a6843046038056766e6f084bb8d.jpg,5,男,,M0neymar,302273321,1650947547,原评论
https://b23.tv/BV154421w75z,,0,0,,https://i0.hdslb.com/bfs/face/d7f6acac0512dd53eb289a7dc0166031a5313506.jpg,5,男,,10Lionel_Messi,404345145,1650947547,原评论
想把自己打造成梅粉头子？可惜，小光小真都能压死你[吃瓜],,13,0,,https://i2.hdslb.com/bfs/face/4b32651261ec8a0c7a74a7fd2d93b70fcd76190e.jpg,2,保密,,开水壶烫老鼠,3546624995362958,1650947547,原评论
当你在试图证明梅西清白的时候，你已经默认他的行为不对了,,37,11,,https://i1.hdslb.com/bfs/face/40307c68a1b4054d76b27461947dc776a1125bb3.jpg,5,保密,,qgndjs,313002709,1650947547,原评论
逆天逻辑，被倒脏水还不能洗干净是吧？,,3,0,,https://i2.hdslb.com/bfs/face/b85b21a5f40482dd5737a91a4bd474b383a6ce87.jpg,5,男,,吞天饮月,668309228,1650947547,原评论
所以就该容忍黑子恶意诽谤？你还真是个大聪明啊,,3,0,,https://i2.hdslb.com/bfs/face/db418fbf9c535e1d3b021855af2d8ff59f14ea02.jpg,5,保密,,Holdnn,434015504,1650947547,原评论
哈哈哈哈哈哈笑死了天才哥 佩服,,3,0,,https://i0.hdslb.com/bfs/face/member/noface.jpg,4,保密,,特自信di大帅哥,1378292766,1650947547,原评论
说了这么多，你不还是只能排德保罗后面[鼓掌],,137,9,,http://i0.hdslb.com/bfs/face/aae9746a0f5094754613a774e94f70ce5b0ca213.jpg,6,男,che is best,tsaedrib,5491578,1650947547,原评论
回复 @夏风辰星 :就认识俩人，快闭嘴吧,,18,0,,https://i2.hdslb.com/bfs/face/382fc2f8ec10870881f8de7ec925f33f9517c461.jpg,5,女,为你，千千万万遍…,橪染,50441786,1650947547,原评论
回复 @夏风辰星 :😀，关注真实球迷会，你彻底提纯了,,8,0,,https://i1.hdslb.com/bfs/face/34df1e8eca584f7d3596a8bde1a2b26ac2e7c706.jpg,4,保密,,青城山下刘半仙天师,1242250408,1650947547,原评论
我批准了，你在窝罗前面,,8,0,,https://i2.hdslb.com/bfs/face/aaf12717aad7bb0a4c9fb376aa4656759d14ecdc.jpg,5,保密,,夏风辰星,1854934394,1650947547,原评论
up人如其名,,12,2,,https://i0.hdslb.com/bfs/face/b56d425f7df5b9b1d5339c8a55dcbc580869c28f.jpg,5,男,我要去赴一场浪漫的约会。,張鏡禕Yeager,1699470426,1650947547,原评论
回复 @SpiceIsland :没办法它要养活自己家人 卖梅西周边 足球up霖哥是真的男人,,4,0,,https://i0.hdslb.com/bfs/face/b56d425f7df5b9b1d5339c8a55dcbc580869c28f.jpg,5,男,我要去赴一场浪漫的约会。,張鏡禕Yeager,1699470426,1650947547,原评论
只有前三分之二的人如其名,,4,0,,https://i1.hdslb.com/bfs/face/658e7f8e39899442a1cbc58d268f2b8a31d605e8.jpg,6,保密,,SpiceIsland,17386168,1650947547,原评论
梅西粉不甘心是可以理解的，但是这件事在香港和日本就已经定性了，你可以认为他不懂人情世故，不懂中国人和日本人的历史，也可以说商业上人家没有义务，也可以说是主办方、梅西团队和迈阿密国际的不专业，但作为风口浪尖上的梅西不可能是无辜的，作为事件的核心他也不能逃避，现在回应无论如何也无法弥补了，总之就是一场全输闹剧，有能力挽回的人没有及时站出来。更何况还有前面人家利雅得胜利来华，C罗受伤，人家干脆把比赛取消，C罗开发布会亲自道歉退票的先例在前，梅西这种长时间闷声不响不作为，更是高下立判。,,23,0,,http://i1.hdslb.com/bfs/face/2cb696219ae7511ac57fe02ce32037c4f7bc1d2d.jpg,6,男,,魔术师痒,302160298,1650947547,原评论
"核心问题一句不说。无论是道歉，还是无视港政府官员亦或是长时间的态度傲慢。这些才是梅西这次事件的核心问题。
我实在不理解，你所谓的中立客观在哪里。无论是你上个相关视频还是这个你立场都挺明显的。
要洗还是等官方出结果吧。目前看来你是洗不了的。",,27,76,,https://i2.hdslb.com/bfs/face/30a0dcbdb234a62fced2c6df91fe5f8031e8f47e.jpg,6,保密,"到也不必点进来看，就一批发商。
如有冒犯，不必生气，你说的对",caster戏天,42409709,1650947547,原评论
有没有可能，我是说有没有可能，这是一场以迈阿密国际俱乐部为主体的商业活动，不是梅西的个人中国行，把问题引导到梅西身上从一开始就不对，梅西不上场是合同问题有法律效益的该查主办方该查迈阿密怎么轮到态度不行的舆论风波上呢，这种没边的事情纯主观臆想，你说他态度不对那他态度就是不对洗不了，前有阿根廷中国行一帆风顺怎么到迈阿密就开始有态度了明显是矛盾的啊，道歉视频出来很明显看到人梅西都不知道你们在喷什么,,11,0,,https://i0.hdslb.com/bfs/face/647b17af6cf6c656cce418a9587e0daceb94bf19.jpg,6,男,,昵称换个好点的,4709451,1650947547,原评论
回复 @别拉黑了韩笑子 :你这说的不还是自己的想法吗？人家是迈阿密主力你是觉得有梅西你才想去看，那就因为你这么觉得就要硬给梅西套上一个不上场我不高兴的帽子你觉得合理吗？你要是梅西你不会觉得莫名其妙吗？我感觉有伤不能踢然后有你这种人说是专门来看我的，就骂我不上场惹你不高兴了，这不是本质上就不是梅西的个人行!  他很多事情也做不了主，他能拒绝球队不办这个比赛吗？不能,,6,0,,https://i0.hdslb.com/bfs/face/d48c3a07b7c5b65176ceea63389d8bb0006791af.jpg,6,男,,御坂美琴的旅行呱太,266141856,1650947547,原评论
回复 @别拉黑了韩笑子 :微笑招手这种东西就没有必要说了吧！ 早在上次阿根廷商业赛踢的都不是中国队梅西没有伤病全力以赴我们都看着呢，怎么现在伤了就变成不尊重了呢，不握手，不尊重，没有笑也能扯不尊重，人家受伤还得陪你们笑是吧，是不是要求的太过分了点,,5,0,,https://i0.hdslb.com/bfs/face/d48c3a07b7c5b65176ceea63389d8bb0006791af.jpg,6,男,,御坂美琴的旅行呱太,266141856,1650947547,原评论
中国人，站起来，不许跪！特区、北京、杭州已表明态度,,6,1,,https://i2.hdslb.com/bfs/face/a64d65798a01a22e02ac7f499b73f8dfd6c76506.jpg,5,保密,上海市崇明中学,小岛两天,506106944,1650947547,原评论
下贱家奴谁让你站起来的？谁给你勇气觉得你自己可以站起来的？给老子跪好了！,,0,0,,https://i0.hdslb.com/bfs/face/0944f0fc867f6a96d296363c81c1f3101a15e52a.jpg,5,保密,,bili_60943977,60943977,1650947547,原评论
"哟，还在洗啊，香港行的比赛，鬼子西的核心问题是没上场吗？压根就不是，鬼子西的问题是他对在这次香港行中表现出那种傲慢和完全不尊重中国球迷的态度！
你看看比赛结束后鬼子西的态度！这是完全不尊重球迷啊！这是一个超级巨星该有的态度？不上场比赛，比赛结束后，一声不吭，全程黑脸，双手插兜离开，不给球迷任何解释，颁奖环节直接绕过特首，拍照环节躲到后排的最靠边的角落，这已经不仅是不把中国球迷当回事了，是完全不尊重中国人啊！
作为一个中国人，对于这种人，我只想说声：呸！什么玩意！
同时，我劝那些哟西粉，再怎么给鬼子西洗都是没用的！狗发疯咬了人，那条疯狗就得被处理掉！狗奴再怎么给他们的狗主子喊冤都没用！",,12,0,,http://i2.hdslb.com/bfs/face/afb0c98e8c032d3a8bb21a416790966f559f08ab.jpg,5,保密,,yechenluo,347531048,1650947547,原评论
up难道不应该安慰那4万球迷吗？那些球迷看到你这样为梅西辩解该怎么想？,,18,0,,https://i0.hdslb.com/bfs/face/726dff874b03fdc78e71f6ebe5df9558a2dd8d2e.jpg,6,男,,龟田鱼丸儿,432937134,1650947547,原评论
不是要理智分析吗？  那就简单一句话，别看他说了什么，看他做了什么[吃瓜],,47,12,,https://i2.hdslb.com/bfs/face/d32cd8fd88717b78c50a30bfdc05c9eeb25726ad.jpg,5,保密,,我叫618,471939461,1650947547,原评论
嗯嗯，那之前梅西有不少为中国捐的款你怎么看不见呢,,12,0,,http://i2.hdslb.com/bfs/face/d879abe4819c3eaa55921d1a80357fde84f923a2.jpg,5,保密,"世上除了生死，都是小事。从今天开始，每天微笑吧。
",又双叒叕输的村长,349650059,1650947547,原评论
回复 @又双叒叕输的村长 : 一码归一码，那你怎么不说战后日本还给地震捐款了，难道其他事全算了？,,9,0,,https://i0.hdslb.com/bfs/face/0ca0100dd7fb50c9ad1bee5327255aea78f0a26a.jpg,5,保密,E姐我妻子,UBCS-Seca,50362626,1650947547,原评论
每个人只愿意相信自己相信的，不想看的可以装作看不到。,,7,0,,https://i1.hdslb.com/bfs/face/336be3035ce1c46016050011d3da01e4be9c50ca.jpg,6,保密,不過是夢一埸,上古十方俱灭,64870801,1650947547,原评论
可以，这恨也终,,6,0,,https://i2.hdslb.com/bfs/face/c5e58d49cfca5869e4b9185bd459147efed72b9b.jpg,6,男,……,穷哥们睿B,206111033,1650947547,原评论
这个视频是给他的球迷看的，没有政治立场,,100,6,,https://i0.hdslb.com/bfs/face/fcdd47f135ffd1dcb510d7438f7a53e9f728c034.jpg,4,保密,革命不止,等会吧唧嘴,555948621,1650947547,原评论
合成的还是,,3,0,,https://i0.hdslb.com/bfs/face/f71fb71b5402351dccc02ffc6b61fae54961a4a1.jpg,3,保密,,八里河jh,3537104453765379,1650947547,原评论
回复 @软博 :https://b23.tv/BV1mj421D7Gk,,2,0,,https://i0.hdslb.com/bfs/face/f71fb71b5402351dccc02ffc6b61fae54961a4a1.jpg,3,保密,,八里河jh,3537104453765379,1650947547,原评论
回复 @八里河jh :你懂AI吗？？？请教一下怎么判断的？,,2,0,,https://i2.hdslb.com/bfs/face/e33f71b94fd6e3f48811cdb3a6a45e5629c2f9dd.jpg,3,保密,初中生，喜欢飞机，玩TFS和FIFA足球世界,软博,3493089450658043,1650947547,原评论
说的是出不出场吗？不是声带撕裂和手部关节脱臼？,,75,14,,http://i0.hdslb.com/bfs/face/member/noface.jpg,5,保密,,波波打波力,87417456,1650947547,原评论
回复 @因格斯 :哥们视频是整个球队排队握手他一个人单独溜出来的。这点真没得洗,,10,0,,https://i0.hdslb.com/bfs/face/1b97f53154adadadfadb5286faef6d37b936895c.jpg,6,男,看番中&hellip;&hellip;,别骂我我异域,272071722,1650947547,原评论
回复 @因格斯 :正是一个好日本人,,6,0,,https://i0.hdslb.com/bfs/face/member/noface.jpg,4,保密,,吸血鬼之神王,1132346199,1650947547,原评论
谁给他翻译了？谁给他带路了？让不懂中文的认识特首去吗[笑哭],,5,0,,https://i2.hdslb.com/bfs/face/faa669efc04bd1a7e4f09812d0804b0a1e26be3f.jpg,5,保密,,因格斯,503752829,1650947547,原评论
你卖的所谓阿根廷官方周边有授权吗？,,7,0,,https://i0.hdslb.com/bfs/face/6ee7fbd10cb744cb19719982a9dad80b54736c0d.webp,5,保密,有个性不签名,一位B站重度用户,351991368,1650947547,原评论
"梅西以为的zz，&#34;你们说我歧视亚裔&#34;，于是他说他没有&#34;是zz,那我甚至不会去日本&#34;。
人家根本没明白你们的zz是选边站。事情就是大部分人被阴谋利用了，肇始者和跟风都不想走出来。",,25,12,,https://i2.hdslb.com/bfs/face/df9069b43a031029ac71ceaab8f9f13027c28c6a.jpg,3,保密,,A苇萝桂夏氵晶晶,3537125796481487,1650947547,原评论
球是不看的，看见有损国家利益是立刻无脑往上靠的，咱们是什么人还不知道吗[滑稽],,3,0,,https://i2.hdslb.com/bfs/face/e19c1ca2c8b3d6ec6fbee5c0e52c3a1f2d83c2cd.jpg,4,保密,,185370,2090419820,1650947547,原评论
是的，他澄清的那个语境理解的就是解释自己没有种族歧视，这才是外国人的那根弦。从头到尾这出闹剧鸡同鸭讲，荒唐至极。,,1,0,,https://i1.hdslb.com/bfs/face/c93b5aad426d04aadfa3f9b91a443f182e4a5ac3.jpg,6,保密,,金指环银树枝,40809889,1650947547,原评论
回复 @金指环银树枝 :我说的都对？那你就是结晶。,,0,0,,https://i0.hdslb.com/bfs/face/member/noface.jpg,3,保密,,泳不符siu,3546567973800107,1650947547,原评论
他不懂中日，他团队也不懂，赛后基本礼貌开个发布会解释都没有，第二天直接飞日本。邓紫棋vlog里看台的人都闹起来了，事后没有一点善后，这样的做人态度和处理事情的能力，不是巨星，而是巨婴,,13,1,,https://i0.hdslb.com/bfs/face/706821ba83376fd65cd525e1e39155eff66a5a95.jpg,5,女,,饱饱星空糖,344757345,1650947547,原评论
开发布会解释是一个正常人应该做的，智力没问题的都应该知道大家只为一个人来，赛后拍拍屁股就走了，不负责任的一个巨婴,,2,0,,https://i0.hdslb.com/bfs/face/706821ba83376fd65cd525e1e39155eff66a5a95.jpg,5,女,,饱饱星空糖,344757345,1650947547,原评论
"同一天里，我的首页推荐突然同时多了好几个UP主的类似所谓“理性分析”的视频。
关键我是跑步和骑行区的，都不算是球迷，可见力度之大。
让我不得不猜想，这波营销的甲方爸爸花了多少？[doge]
作为一个路人非球迷，我看了梅西这所谓的“澄清”视频后有三个问题：
1，球迷不在乎你上不上场，但既然是商业友谊赛纯交流的，人都坐在替补席了，为什么一点互动都没有？伤的这么重，挥个手都费劲，应该不用坐替补席了吧？
2，前一天有伤病完全不能上场，抬头多看一眼球迷都不行。隔天到了日本就有说有笑，然后又奔又跳的上场了。请问是金刚狼附身了？恢复能力真好。我感冒🤧都没好这么快。能告诉我用了什么特效药么？医学奇迹。
3，纯商业角度看，既然承认了合同没问题，那就是球队和个人都收了钱，但没办事。这就纯纯的没职业道德了。请问会退款么？
他一个含糊其辞，避重就轻的“澄清”视频，就这么多人突然冒出来，还自称“理性思考”。。。
最后狗头保命，我真不是球迷，最多四年看一次世界杯凑热闹的那种。杠精别激动。[doge][doge][doge]",,46,33,,http://i2.hdslb.com/bfs/face/88c49839b530ef9a609886674432658625270807.jpg,6,男,唯家人与美食不可辜负！,奶爸向前冲,14419671,1650947547,原评论
"在梅西7号日本上场比赛之前，b站和抖音已经一堆人换上统一的梅西穿日本军服的头像以及发布统一言论煽动民族情绪，大量平时跟足球不粘边的自媒体跟风骂梅西，让我也不得不猜想，这波营销的甲方爸爸花了多少？
第一个问题，一点互动没有？全程黑脸？你是只看了霍的小作文吧，霍家拳的威力真猛啊，但凡看过比赛前一天的公开训练以及比赛现场视频的都不会说这话
第二个问题，你搞清楚梅西什么时候受伤了吗？30号受的伤，2号对阵胜利的比赛梅西第83分钟才替补上场散了几分钟步，香港比赛前一天的公开训练梅西踢了抢圈没踢对抗赛，一直在场边按摩治疗，到7号在日本上场前后9天时间，少看点带节奏的营销号
第三，主办方已经退款50%
最后请问你理性思考了吗，事情的经过你都不了解，还说人家“理性思考”",,21,0,,https://i1.hdslb.com/bfs/face/7018f85a9ae8a7f5ee2b70d56fd2bbce2cfcb196.jpg,6,保密,,_Abundant_,329662465,1650947547,原评论
"回应你的三个问题：1，本场有互动，进场时在和球迷招手。前一天参加了训练赛，商业活动，也有和球迷的正常互动。你可以看up主前一个视频，网上也有大量视频。2，本视频里说的很清楚，在沙特时就已经受伤了，到日本时已经过了7天。3，主办方称合同条款为如果梅西没有伤，才必须上。也就是说梅西受伤了有不上的权利。为了卖出去的球票不打水漂而隐瞒伤情，这完全是主办方的锅吧？
然后如果你觉得梅西这次态度敷衍，不够认真对待中国球迷，那是没问题的。但如果像网上大量莫名其妙上升到政治高度，种族歧视，扯到什么政治博弈中美对抗，还有什么阿根廷人都歧视中国人，就太扯淡了。要知道，就在半年前，阿根廷队和梅西来北京打比赛，梅西踢满全场表现优异，央视表扬称展现球王风彩，活动很成功。这才半年，就180度转弯了？
至于所谓你说营销，我一个梅西球迷，首页全是铺天盖地的黑梅西视频，我能说是梅西黑的营销吗？一个事件有正反两方观点才是正常的，现在只要帮梅西说句话马上给我扣个帽子，然后大量谩骂评论不堪入目。",,20,0,,https://i0.hdslb.com/bfs/face/member/noface.jpg,5,保密,,mutou321,28075873,1650947547,原评论
如果你真是个路人，明显你没搞清楚事情来龙去脉，只是跟着舆论导向走。这也正常，就像如果是哪个流量明星出事了，我也懒得去分析细节，跟风骂两句就完了。霍启刚的发言，当前国民暴涨的民族自尊心，以及大量罗粉梅黑的推波助澜，造成现在的舆论导向。而自媒体们，只会顺应舆论，写观众爱看的东西——明星塌房，至于真正的事实是什么，只在你我心中。,,15,0,,https://i0.hdslb.com/bfs/face/member/noface.jpg,5,保密,,mutou321,28075873,1650947547,原评论
"如果真的在乎球迷, 那么就会和小贝一起谢场了, 而不是置漫天嘘声而不顾, 一头扎进更衣室. 都到现在了发声明肯定是受到资本的压力了呗. 不用洗了, 喜欢梅西的球技没啥问题, 关于人品就仁者见仁智者见智了",,57,8,,http://i2.hdslb.com/bfs/face/fe6c12e4c0a589e1a711944262589a6a5df52709.jpg,6,男,,fnis,7587278,1650947547,原评论
